case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_01147,payment_failure,16900.46,Returning customer with historical transaction activity.,"Payment of ₹16,900.46 failed during the payment flow.",network_error,retry,approved,partial,11684.12,6
CASE_01148,payment_failure,116.2,Returning customer with historical transaction activity.,Payment of ₹116.20 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,116.2,1
CASE_01149,payment_failure,3298.42,Returning customer with historical transaction activity.,"Payment of ₹3,298.42 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3298.42,3
CASE_01150,payment_failure,9252.84,Returning customer with historical transaction activity.,"Payment of ₹9,252.84 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01151,payment_failure,275.56,Returning customer with historical transaction activity.,Payment of ₹275.56 failed during the payment flow.,expired_card,payment_method_update,approved,failed,0.0,0
CASE_01152,payment_failure,2485.02,Returning customer with historical transaction activity.,"Payment of ₹2,485.02 failed during the payment flow.",network_error,retry,approved,recovered,2485.02,1
CASE_01153,payment_failure,12671.61,Returning customer with historical transaction activity.,"Payment of ₹12,671.61 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,12671.61,3
CASE_01154,payment_failure,213.31,Returning customer with historical transaction activity.,Payment of ₹213.31 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,213.31,1
CASE_01155,payment_failure,450.69,Returning customer with historical transaction activity.,Payment of ₹450.69 failed during the payment flow.,network_error,retry,approved,recovered,450.69,1
CASE_01156,payment_failure,3778.16,Returning customer with historical transaction activity.,"Payment of ₹3,778.16 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01157,payment_failure,1962.95,Returning customer with historical transaction activity.,"Payment of ₹1,962.95 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1962.95,1
CASE_01158,payment_failure,2402.02,Returning customer with historical transaction activity.,"Payment of ₹2,402.02 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2402.02,2
CASE_01159,payment_failure,4200.63,Returning customer with historical transaction activity.,"Payment of ₹4,200.63 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01160,payment_failure,8304.15,Returning customer with historical transaction activity.,"Payment of ₹8,304.15 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01161,payment_failure,1548.78,Returning customer with historical transaction activity.,"Payment of ₹1,548.78 failed during the payment flow.",network_error,retry,approved,recovered,1548.78,1
CASE_01162,payment_failure,9420.5,Returning customer with historical transaction activity.,"Payment of ₹9,420.50 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,9420.5,3
CASE_01163,payment_failure,10027.23,Returning customer with historical transaction activity.,"Payment of ₹10,027.23 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,10027.23,2
CASE_01164,payment_failure,3338.26,Returning customer with historical transaction activity.,"Payment of ₹3,338.26 failed during the payment flow.",network_error,retry,approved,recovered,3338.26,2
CASE_01165,payment_failure,5756.88,Returning customer with historical transaction activity.,"Payment of ₹5,756.88 failed during the payment flow.",network_error,retry,approved,recovered,5756.88,2
CASE_01166,payment_failure,3893.53,Returning customer with historical transaction activity.,"Payment of ₹3,893.53 failed during the payment flow.",network_error,retry,approved,partial,2914.41,5
CASE_01167,payment_failure,7493.24,Returning customer with historical transaction activity.,"Payment of ₹7,493.24 failed during the payment flow.",network_error,retry,approved,recovered,7493.24,2
CASE_01168,payment_failure,1772.88,Returning customer with historical transaction activity.,"Payment of ₹1,772.88 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01169,payment_failure,5358.48,Returning customer with historical transaction activity.,"Payment of ₹5,358.48 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,5358.48,3
CASE_01170,payment_failure,8471.81,Returning customer with historical transaction activity.,"Payment of ₹8,471.81 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,8471.81,1
CASE_01171,payment_failure,14073.48,Returning customer with historical transaction activity.,"Payment of ₹14,073.48 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,14073.48,2
CASE_01172,payment_failure,4228.85,Returning customer with historical transaction activity.,"Payment of ₹4,228.85 failed during the payment flow.",network_error,retry,approved,failed,0.0,0
CASE_01173,payment_failure,6730.47,Returning customer with historical transaction activity.,"Payment of ₹6,730.47 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,6730.47,1
CASE_01174,payment_failure,674.79,Returning customer with historical transaction activity.,Payment of ₹674.79 failed during the payment flow.,insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01175,payment_failure,2906.66,Returning customer with historical transaction activity.,"Payment of ₹2,906.66 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01176,payment_failure,365.2,Returning customer with historical transaction activity.,Payment of ₹365.20 failed during the payment flow.,expired_card,payment_method_update,approved,failed,0.0,0
CASE_01177,payment_failure,4590.73,Returning customer with historical transaction activity.,"Payment of ₹4,590.73 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,4590.73,3
CASE_01178,payment_failure,4126.76,Returning customer with historical transaction activity.,"Payment of ₹4,126.76 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4126.76,2
CASE_01179,payment_failure,10447.21,Returning customer with historical transaction activity.,"Payment of ₹10,447.21 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,10447.21,2
CASE_01180,payment_failure,3415.45,Returning customer with historical transaction activity.,"Payment of ₹3,415.45 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,3415.45,1
CASE_01181,payment_failure,11849.08,Returning customer with historical transaction activity.,"Payment of ₹11,849.08 failed during the payment flow.",expired_card,payment_method_update,approved,partial,8668.06,2
CASE_01182,payment_failure,4033.8,Returning customer with historical transaction activity.,"Payment of ₹4,033.80 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4033.8,2
CASE_01183,payment_failure,857.39,Returning customer with historical transaction activity.,Payment of ₹857.39 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,857.39,1
CASE_01184,payment_failure,5498.75,Returning customer with historical transaction activity.,"Payment of ₹5,498.75 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5498.75,1
CASE_01185,payment_failure,185.92,Returning customer with historical transaction activity.,Payment of ₹185.92 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,185.92,1
CASE_01186,payment_failure,4639.7,Returning customer with historical transaction activity.,"Payment of ₹4,639.70 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,3442.6,5
CASE_01187,payment_failure,4359.16,Returning customer with historical transaction activity.,"Payment of ₹4,359.16 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01188,payment_failure,8353.12,Returning customer with historical transaction activity.,"Payment of ₹8,353.12 failed during the payment flow.",mandate_failure,mandate_retry,approved,partial,4521.92,5
CASE_01189,payment_failure,1129.63,Returning customer with historical transaction activity.,"Payment of ₹1,129.63 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01190,payment_failure,127.82,Returning customer with historical transaction activity.,Payment of ₹127.82 failed during the payment flow.,mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_01191,payment_failure,6395.98,Returning customer with historical transaction activity.,"Payment of ₹6,395.98 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6395.98,2
CASE_01192,payment_failure,419.15,Returning customer with historical transaction activity.,Payment of ₹419.15 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,419.15,2
CASE_01193,payment_failure,3345.73,Returning customer with historical transaction activity.,"Payment of ₹3,345.73 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,3345.73,2
CASE_01194,payment_failure,6186.82,Returning customer with historical transaction activity.,"Payment of ₹6,186.82 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6186.82,1
CASE_01195,payment_failure,2987.17,Returning customer with historical transaction activity.,"Payment of ₹2,987.17 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2987.17,1
CASE_01196,payment_failure,444.88,Returning customer with historical transaction activity.,Payment of ₹444.88 failed during the payment flow.,mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_01197,payment_failure,3186.37,Returning customer with historical transaction activity.,"Payment of ₹3,186.37 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3186.37,1
CASE_01198,payment_failure,18123.88,Returning customer with historical transaction activity.,"Payment of ₹18,123.88 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,18123.88,3
CASE_01199,payment_failure,5730.32,Returning customer with historical transaction activity.,"Payment of ₹5,730.32 failed during the payment flow.",network_error,retry,approved,partial,3830.54,5
CASE_01200,payment_failure,712.97,Returning customer with historical transaction activity.,Payment of ₹712.97 failed during the payment flow.,network_error,retry,approved,recovered,712.97,2
CASE_01201,payment_failure,6100.5,Returning customer with historical transaction activity.,"Payment of ₹6,100.50 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01202,payment_failure,4662.11,Returning customer with historical transaction activity.,"Payment of ₹4,662.11 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,4662.11,3
CASE_01203,payment_failure,2906.66,Returning customer with historical transaction activity.,"Payment of ₹2,906.66 failed during the payment flow.",network_error,retry,approved,recovered,2906.66,1
CASE_01204,payment_failure,14578.12,Returning customer with historical transaction activity.,"Payment of ₹14,578.12 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,7976.78,5
CASE_01205,payment_failure,627.48,Returning customer with historical transaction activity.,Payment of ₹627.48 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,627.48,3
CASE_01206,payment_failure,346.94,Returning customer with historical transaction activity.,Payment of ₹346.94 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,346.94,2
CASE_01207,payment_failure,8427.82,Returning customer with historical transaction activity.,"Payment of ₹8,427.82 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,8427.82,3
CASE_01208,payment_failure,1584.47,Returning customer with historical transaction activity.,"Payment of ₹1,584.47 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,1584.47,2
CASE_01209,payment_failure,5180.03,Returning customer with historical transaction activity.,"Payment of ₹5,180.03 failed during the payment flow.",network_error,retry,approved,failed,0.0,0
CASE_01210,payment_failure,2909.98,Returning customer with historical transaction activity.,"Payment of ₹2,909.98 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_01211,payment_failure,14651.16,Returning customer with historical transaction activity.,"Payment of ₹14,651.16 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,14651.16,3
CASE_01212,payment_failure,10169.16,Returning customer with historical transaction activity.,"Payment of ₹10,169.16 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,10169.16,1
CASE_01213,payment_failure,12086.46,Returning customer with historical transaction activity.,"Payment of ₹12,086.46 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_01214,payment_failure,439.9,Returning customer with historical transaction activity.,Payment of ₹439.90 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,439.9,2
CASE_01215,payment_failure,2754.77,Returning customer with historical transaction activity.,"Payment of ₹2,754.77 failed during the payment flow.",network_error,retry,approved,recovered,2754.77,3
CASE_01216,payment_failure,6049.04,Returning customer with historical transaction activity.,"Payment of ₹6,049.04 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_01217,payment_failure,10253.82,Returning customer with historical transaction activity.,"Payment of ₹10,253.82 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,10253.82,1
CASE_01218,payment_failure,7053.34,Returning customer with historical transaction activity.,"Payment of ₹7,053.34 failed during the payment flow.",network_error,retry,approved,recovered,7053.34,2
CASE_01219,payment_failure,15358.32,Returning customer with historical transaction activity.,"Payment of ₹15,358.32 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,15358.32,3
CASE_01220,payment_failure,159.36,Returning customer with historical transaction activity.,Payment of ₹159.36 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,159.36,2
CASE_01221,payment_failure,136.12,Returning customer with historical transaction activity.,Payment of ₹136.12 failed during the payment flow.,bank_timeout,delayed_retry,approved,partial,43.48,2
CASE_01222,payment_failure,6790.23,Returning customer with historical transaction activity.,"Payment of ₹6,790.23 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01223,payment_failure,4074.47,Returning customer with historical transaction activity.,"Payment of ₹4,074.47 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,4074.47,3
CASE_01224,payment_failure,364.37,Returning customer with historical transaction activity.,Payment of ₹364.37 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,364.37,3
CASE_01225,payment_failure,2900.02,Returning customer with historical transaction activity.,"Payment of ₹2,900.02 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2900.02,1
CASE_01226,payment_failure,4756.73,Returning customer with historical transaction activity.,"Payment of ₹4,756.73 failed during the payment flow.",mandate_failure,mandate_retry,approved,partial,2705.97,4
CASE_01227,payment_failure,5084.58,Returning customer with historical transaction activity.,"Payment of ₹5,084.58 failed during the payment flow.",network_error,retry,approved,recovered,5084.58,3
CASE_01228,payment_failure,1823.51,Returning customer with historical transaction activity.,"Payment of ₹1,823.51 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,1823.51,1
CASE_01229,payment_failure,1694.86,Returning customer with historical transaction activity.,"Payment of ₹1,694.86 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1694.86,1
CASE_01230,payment_failure,2970.57,Returning customer with historical transaction activity.,"Payment of ₹2,970.57 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,2970.57,3
CASE_01231,payment_failure,3205.46,Returning customer with historical transaction activity.,"Payment of ₹3,205.46 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3205.46,1
CASE_01232,payment_failure,627.48,Returning customer with historical transaction activity.,Payment of ₹627.48 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,627.48,3
CASE_01233,payment_failure,2720.74,Returning customer with historical transaction activity.,"Payment of ₹2,720.74 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2720.74,2
CASE_01234,payment_failure,8049.34,Returning customer with historical transaction activity.,"Payment of ₹8,049.34 failed during the payment flow.",network_error,retry,approved,recovered,8049.34,3
CASE_01235,payment_failure,144.42,Returning customer with historical transaction activity.,Payment of ₹144.42 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,144.42,2
CASE_01236,payment_failure,2824.49,Returning customer with historical transaction activity.,"Payment of ₹2,824.49 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,737.37,3
CASE_01237,payment_failure,5482.98,Returning customer with historical transaction activity.,"Payment of ₹5,482.98 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5482.98,1
CASE_01238,payment_failure,1508.11,Returning customer with historical transaction activity.,"Payment of ₹1,508.11 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,1508.11,1
CASE_01239,payment_failure,5900.47,Returning customer with historical transaction activity.,"Payment of ₹5,900.47 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5900.47,1
CASE_01240,payment_failure,3071.0,Returning customer with historical transaction activity.,"Payment of ₹3,071.00 failed during the payment flow.",network_error,retry,approved,recovered,3071.0,3
CASE_01241,payment_failure,8471.81,Returning customer with historical transaction activity.,"Payment of ₹8,471.81 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,8471.81,1
CASE_01242,payment_failure,6912.24,Returning customer with historical transaction activity.,"Payment of ₹6,912.24 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6912.24,2
CASE_01243,payment_failure,5433.18,Returning customer with historical transaction activity.,"Payment of ₹5,433.18 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5433.18,2
CASE_01244,payment_failure,525.39,Returning customer with historical transaction activity.,Payment of ₹525.39 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,525.39,3
CASE_01245,payment_failure,298.8,Returning customer with historical transaction activity.,Payment of ₹298.80 failed during the payment flow.,insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01246,payment_failure,88.81,Returning customer with historical transaction activity.,Payment of ₹88.81 failed during the payment flow.,mandate_failure,mandate_retry,approved,partial,37.78,4
CASE_01247,payment_failure,1473.25,Returning customer with historical transaction activity.,"Payment of ₹1,473.25 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01248,payment_failure,1888.25,Returning customer with historical transaction activity.,"Payment of ₹1,888.25 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,1888.25,2
CASE_01249,payment_failure,5204.93,Returning customer with historical transaction activity.,"Payment of ₹5,204.93 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5204.93,1
CASE_01250,payment_failure,13986.33,Returning customer with historical transaction activity.,"Payment of ₹13,986.33 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,13986.33,2
CASE_01251,payment_failure,251.49,Returning customer with historical transaction activity.,Payment of ₹251.49 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,251.49,1
CASE_01252,payment_failure,3390.55,Returning customer with historical transaction activity.,"Payment of ₹3,390.55 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3390.55,1
CASE_01253,payment_failure,405.04,Returning customer with historical transaction activity.,Payment of ₹405.04 failed during the payment flow.,bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01254,payment_failure,6267.33,Returning customer with historical transaction activity.,"Payment of ₹6,267.33 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,6267.33,1
CASE_01255,payment_failure,5022.33,Returning customer with historical transaction activity.,"Payment of ₹5,022.33 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_01256,payment_failure,1015.09,Returning customer with historical transaction activity.,"Payment of ₹1,015.09 failed during the payment flow.",bank_timeout,delayed_retry,approved,partial,387.63,4
CASE_01257,payment_failure,732.89,Returning customer with historical transaction activity.,Payment of ₹732.89 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,732.89,3
CASE_01258,payment_failure,659.02,Returning customer with historical transaction activity.,Payment of ₹659.02 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,659.02,2
CASE_01259,payment_failure,695.54,Returning customer with historical transaction activity.,Payment of ₹695.54 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,695.54,1
CASE_01260,payment_failure,3146.53,Returning customer with historical transaction activity.,"Payment of ₹3,146.53 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3146.53,1
CASE_01261,payment_failure,2777.18,Returning customer with historical transaction activity.,"Payment of ₹2,777.18 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01262,payment_failure,11710.47,Returning customer with historical transaction activity.,"Payment of ₹11,710.47 failed during the payment flow.",network_error,retry,approved,recovered,11710.47,3
CASE_01263,payment_failure,700.52,Returning customer with historical transaction activity.,Payment of ₹700.52 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,700.52,1
CASE_01264,payment_failure,1118.01,Returning customer with historical transaction activity.,"Payment of ₹1,118.01 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01265,payment_failure,425.79,Returning customer with historical transaction activity.,Payment of ₹425.79 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,425.79,3
CASE_01266,payment_failure,391.76,Returning customer with historical transaction activity.,Payment of ₹391.76 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,391.76,1
CASE_01267,payment_failure,10553.45,Returning customer with historical transaction activity.,"Payment of ₹10,553.45 failed during the payment flow.",network_error,retry,approved,failed,0.0,0
CASE_01268,payment_failure,2760.58,Returning customer with historical transaction activity.,"Payment of ₹2,760.58 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,2760.58,3
CASE_01269,payment_failure,6156.94,Returning customer with historical transaction activity.,"Payment of ₹6,156.94 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6156.94,2
CASE_01270,payment_failure,3884.4,Returning customer with historical transaction activity.,"Payment of ₹3,884.40 failed during the payment flow.",network_error,retry,approved,recovered,3884.4,1
CASE_01271,payment_failure,2188.71,Returning customer with historical transaction activity.,"Payment of ₹2,188.71 failed during the payment flow.",network_error,retry,approved,failed,0.0,0
CASE_01272,payment_failure,4640.53,Returning customer with historical transaction activity.,"Payment of ₹4,640.53 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,1366.09,4
CASE_01273,payment_failure,2534.82,Returning customer with historical transaction activity.,"Payment of ₹2,534.82 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2534.82,1
CASE_01274,payment_failure,4447.14,Returning customer with historical transaction activity.,"Payment of ₹4,447.14 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4447.14,1
CASE_01275,payment_failure,607.56,Returning customer with historical transaction activity.,Payment of ₹607.56 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,607.56,2
CASE_01276,payment_failure,12730.54,Returning customer with historical transaction activity.,"Payment of ₹12,730.54 failed during the payment flow.",expired_card,payment_method_update,approved,partial,5315.75,4
CASE_01277,payment_failure,5287.1,Returning customer with historical transaction activity.,"Payment of ₹5,287.10 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5287.1,3
CASE_01278,payment_failure,7128.87,Returning customer with historical transaction activity.,"Payment of ₹7,128.87 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_01279,payment_failure,7360.44,Returning customer with historical transaction activity.,"Payment of ₹7,360.44 failed during the payment flow.",mandate_failure,mandate_retry,approved,partial,3703.74,6
CASE_01280,payment_failure,16160.1,Returning customer with historical transaction activity.,"Payment of ₹16,160.10 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,16160.1,2
CASE_01281,payment_failure,5040.59,Returning customer with historical transaction activity.,"Payment of ₹5,040.59 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,5040.59,1
CASE_01282,payment_failure,663.17,Returning customer with historical transaction activity.,Payment of ₹663.17 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,663.17,3
CASE_01283,payment_failure,6068.13,Returning customer with historical transaction activity.,"Payment of ₹6,068.13 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,6068.13,2
CASE_01284,payment_failure,160.19,Returning customer with historical transaction activity.,Payment of ₹160.19 failed during the payment flow.,network_error,retry,approved,recovered,160.19,2
CASE_01285,payment_failure,2106.54,Returning customer with historical transaction activity.,"Payment of ₹2,106.54 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,2106.54,2
CASE_01286,payment_failure,6658.26,Returning customer with historical transaction activity.,"Payment of ₹6,658.26 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,6658.26,2
CASE_01287,payment_failure,4838.9,Returning customer with historical transaction activity.,"Payment of ₹4,838.90 failed during the payment flow.",mandate_failure,mandate_retry,approved,partial,2556.42,4
CASE_01288,payment_failure,7128.87,Returning customer with historical transaction activity.,"Payment of ₹7,128.87 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,7128.87,1
CASE_01289,payment_failure,3795.59,Returning customer with historical transaction activity.,"Payment of ₹3,795.59 failed during the payment flow.",expired_card,payment_method_update,approved,partial,1517.01,2
CASE_01290,payment_failure,5905.45,Returning customer with historical transaction activity.,"Payment of ₹5,905.45 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5905.45,1
CASE_01291,payment_failure,5494.6,Returning customer with historical transaction activity.,"Payment of ₹5,494.60 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,3886.46,2
CASE_01292,payment_failure,11751.97,Returning customer with historical transaction activity.,"Payment of ₹11,751.97 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,11751.97,3
CASE_01293,payment_failure,3090.09,Returning customer with historical transaction activity.,"Payment of ₹3,090.09 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3090.09,2
CASE_01294,payment_failure,2029.35,Returning customer with historical transaction activity.,"Payment of ₹2,029.35 failed during the payment flow.",network_error,retry,approved,recovered,2029.35,1
CASE_01295,payment_failure,6743.75,Returning customer with historical transaction activity.,"Payment of ₹6,743.75 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,6743.75,2
CASE_01296,payment_failure,226.59,Returning customer with historical transaction activity.,Payment of ₹226.59 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,226.59,3
CASE_01297,payment_failure,6334.56,Returning customer with historical transaction activity.,"Payment of ₹6,334.56 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,6334.56,2
CASE_01298,payment_failure,4019.69,Returning customer with historical transaction activity.,"Payment of ₹4,019.69 failed during the payment flow.",network_error,retry,approved,recovered,4019.69,1
CASE_01299,payment_failure,13441.02,Returning customer with historical transaction activity.,"Payment of ₹13,441.02 failed during the payment flow.",network_error,retry,approved,recovered,13441.02,1
CASE_01300,payment_failure,14593.89,Returning customer with historical transaction activity.,"Payment of ₹14,593.89 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01301,payment_failure,4674.56,Returning customer with historical transaction activity.,"Payment of ₹4,674.56 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,4674.56,2
CASE_01302,payment_failure,8122.38,Returning customer with historical transaction activity.,"Payment of ₹8,122.38 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,8122.38,1
CASE_01303,payment_failure,3304.23,Returning customer with historical transaction activity.,"Payment of ₹3,304.23 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3304.23,3
CASE_01304,payment_failure,7628.53,Returning customer with historical transaction activity.,"Payment of ₹7,628.53 failed during the payment flow.",insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_01305,payment_failure,7192.78,Returning customer with historical transaction activity.,"Payment of ₹7,192.78 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,7192.78,3
CASE_01306,payment_failure,815.06,Returning customer with historical transaction activity.,Payment of ₹815.06 failed during the payment flow.,network_error,retry,approved,recovered,815.06,1
CASE_01307,payment_failure,5266.35,Returning customer with historical transaction activity.,"Payment of ₹5,266.35 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5266.35,2
CASE_01308,payment_failure,2367.99,Returning customer with historical transaction activity.,"Payment of ₹2,367.99 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,2367.99,3
CASE_01309,payment_failure,562.74,Returning customer with historical transaction activity.,Payment of ₹562.74 failed during the payment flow.,mandate_failure,mandate_retry,approved,partial,300.47,2
CASE_01310,payment_failure,7807.81,Returning customer with historical transaction activity.,"Payment of ₹7,807.81 failed during the payment flow.",network_error,retry,approved,recovered,7807.81,3
CASE_01311,payment_failure,5835.73,Returning customer with historical transaction activity.,"Payment of ₹5,835.73 failed during the payment flow.",network_error,retry,approved,recovered,5835.73,1
CASE_01312,payment_failure,4528.48,Returning customer with historical transaction activity.,"Payment of ₹4,528.48 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4528.48,1
CASE_01313,payment_failure,2213.61,Returning customer with historical transaction activity.,"Payment of ₹2,213.61 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2213.61,1
CASE_01314,payment_failure,693.88,Returning customer with historical transaction activity.,Payment of ₹693.88 failed during the payment flow.,insufficient_funds,delayed_retry,approved,recovered,693.88,3
CASE_01315,payment_failure,4698.63,Returning customer with historical transaction activity.,"Payment of ₹4,698.63 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4698.63,2
