event_id,event_type,timestamp,invoice_id,customer_id,amount_at_risk,currency,invoice_date,due_date,days_overdue,payment_status,payment_received,previous_invoice_count,previous_late_payment_count,reminder_count
INV_EVT_00376,overdue_invoice,2026-08-29,INV_000376,B2B_0287,25516.75,INR,2026-05-31,2026-06-15,75,overdue,False,4,2,3
INV_EVT_00377,overdue_invoice,2026-08-29,INV_000377,B2B_0038,110119.34,INR,2026-06-15,2026-07-15,45,overdue,False,14,5,2
INV_EVT_00378,overdue_invoice,2026-08-29,INV_000378,B2B_0169,38186.84,INR,2026-06-12,2026-07-12,48,overdue,False,8,1,2
INV_EVT_00379,overdue_invoice,2026-08-29,INV_000379,B2B_0272,30215.18,INR,2026-04-21,2026-05-21,100,overdue,False,3,0,2
INV_EVT_00380,overdue_invoice,2026-08-29,INV_000380,B2B_0290,47132.1,INR,2026-06-19,2026-07-19,41,overdue,False,13,8,1
INV_EVT_00381,overdue_invoice,2026-08-29,INV_000381,B2B_0100,37964.22,INR,2026-04-16,2026-05-01,120,overdue,False,3,0,2
INV_EVT_00382,overdue_invoice,2026-08-29,INV_000382,B2B_0137,90589.02,INR,2026-05-11,2026-06-10,80,overdue,False,7,2,2
INV_EVT_00383,overdue_invoice,2026-08-29,INV_000383,B2B_0220,233223.24,INR,2026-05-10,2026-06-09,81,overdue,False,9,2,2
INV_EVT_00384,overdue_invoice,2026-08-29,INV_000384,B2B_0069,128603.53,INR,2026-06-19,2026-07-04,56,overdue,False,7,0,1
INV_EVT_00385,overdue_invoice,2026-08-29,INV_000385,B2B_0190,108792.2,INR,2026-04-15,2026-05-30,91,overdue,False,7,1,1
INV_EVT_00386,overdue_invoice,2026-08-29,INV_000386,B2B_0225,45843.67,INR,2026-05-06,2026-06-20,70,overdue,False,5,0,2
INV_EVT_00387,overdue_invoice,2026-08-29,INV_000387,B2B_0117,61841.98,INR,2026-04-26,2026-05-26,95,overdue,False,6,2,2
INV_EVT_00388,overdue_invoice,2026-08-29,INV_000388,B2B_0016,80751.95,INR,2026-06-09,2026-07-09,51,overdue,False,14,6,3
INV_EVT_00389,overdue_invoice,2026-08-29,INV_000389,B2B_0222,70582.79,INR,2026-07-04,2026-07-19,41,overdue,False,13,4,0
INV_EVT_00390,overdue_invoice,2026-08-29,INV_000390,B2B_0271,82861.2,INR,2026-04-20,2026-05-20,101,overdue,False,6,0,2
INV_EVT_00391,overdue_invoice,2026-08-29,INV_000391,B2B_0056,28220.72,INR,2026-07-04,2026-08-03,26,overdue,False,10,1,1
INV_EVT_00392,overdue_invoice,2026-08-29,INV_000392,B2B_0004,301575.4,INR,2026-04-09,2026-05-09,112,overdue,False,12,1,1
INV_EVT_00393,overdue_invoice,2026-08-29,INV_000393,B2B_0117,25049.74,INR,2026-04-21,2026-06-05,85,overdue,False,6,2,1
INV_EVT_00394,overdue_invoice,2026-08-29,INV_000394,B2B_0081,64684.13,INR,2026-05-01,2026-05-31,90,overdue,False,13,1,3
INV_EVT_00395,overdue_invoice,2026-08-29,INV_000395,B2B_0279,140708.74,INR,2026-06-01,2026-07-16,44,overdue,False,8,2,1
INV_EVT_00396,overdue_invoice,2026-08-29,INV_000396,B2B_0088,39933.8,INR,2026-06-11,2026-07-26,34,overdue,False,6,0,1
INV_EVT_00397,overdue_invoice,2026-08-29,INV_000397,B2B_0036,167842.0,INR,2026-05-23,2026-06-22,68,overdue,False,10,3,1
INV_EVT_00398,overdue_invoice,2026-08-29,INV_000398,B2B_0192,23405.21,INR,2026-05-15,2026-05-30,91,overdue,False,12,1,1
INV_EVT_00399,overdue_invoice,2026-08-29,INV_000399,B2B_0055,39889.39,INR,2026-06-24,2026-07-24,36,overdue,False,8,4,2
INV_EVT_00400,overdue_invoice,2026-08-29,INV_000400,B2B_0176,11011.25,INR,2026-04-27,2026-05-27,94,overdue,False,4,0,3
INV_EVT_00401,overdue_invoice,2026-08-29,INV_000401,B2B_0293,164941.11,INR,2026-04-29,2026-05-29,92,overdue,False,11,2,2
INV_EVT_00402,overdue_invoice,2026-08-29,INV_000402,B2B_0240,27725.75,INR,2026-06-10,2026-07-10,50,overdue,False,4,1,3
INV_EVT_00403,overdue_invoice,2026-08-29,INV_000403,B2B_0002,41357.83,INR,2026-04-21,2026-05-06,115,overdue,False,5,0,0
INV_EVT_00404,overdue_invoice,2026-08-29,INV_000404,B2B_0211,132571.22,INR,2026-05-21,2026-06-20,70,overdue,False,14,11,1
INV_EVT_00405,overdue_invoice,2026-08-29,INV_000405,B2B_0073,94450.89,INR,2026-06-23,2026-07-08,52,overdue,False,8,4,1
INV_EVT_00406,overdue_invoice,2026-08-29,INV_000406,B2B_0105,167844.8,INR,2026-07-04,2026-08-18,11,overdue,False,3,0,2
INV_EVT_00407,overdue_invoice,2026-08-29,INV_000407,B2B_0090,120149.08,INR,2026-05-31,2026-06-30,60,overdue,False,8,1,1
INV_EVT_00408,overdue_invoice,2026-08-29,INV_000408,B2B_0140,145913.76,INR,2026-05-27,2026-06-11,79,overdue,False,9,1,1
INV_EVT_00409,overdue_invoice,2026-08-29,INV_000409,B2B_0187,48667.88,INR,2026-04-23,2026-05-23,98,overdue,False,13,2,1
INV_EVT_00410,overdue_invoice,2026-08-29,INV_000410,B2B_0097,66711.32,INR,2026-06-04,2026-07-04,56,overdue,False,10,9,3
INV_EVT_00411,overdue_invoice,2026-08-29,INV_000411,B2B_0043,128957.26,INR,2026-05-23,2026-07-07,53,overdue,False,7,2,0
INV_EVT_00412,overdue_invoice,2026-08-29,INV_000412,B2B_0205,130336.08,INR,2026-06-18,2026-07-18,42,overdue,False,5,4,1
INV_EVT_00413,overdue_invoice,2026-08-29,INV_000413,B2B_0210,152093.74,INR,2026-04-17,2026-05-17,104,overdue,False,11,1,1
INV_EVT_00414,overdue_invoice,2026-08-29,INV_000414,B2B_0011,38671.05,INR,2026-06-24,2026-07-09,51,overdue,False,14,1,0
INV_EVT_00415,overdue_invoice,2026-08-29,INV_000415,B2B_0217,29685.26,INR,2026-05-30,2026-07-14,46,overdue,False,8,3,1
INV_EVT_00416,overdue_invoice,2026-08-29,INV_000416,B2B_0255,26143.96,INR,2026-07-05,2026-07-20,40,overdue,False,7,3,1
INV_EVT_00417,overdue_invoice,2026-08-29,INV_000417,B2B_0194,48847.95,INR,2026-04-29,2026-05-14,107,overdue,False,5,0,3
INV_EVT_00418,overdue_invoice,2026-08-29,INV_000418,B2B_0134,65782.65,INR,2026-07-08,2026-07-23,37,overdue,False,6,1,3
INV_EVT_00419,overdue_invoice,2026-08-29,INV_000419,B2B_0220,27456.5,INR,2026-06-21,2026-07-21,39,overdue,False,9,2,2
INV_EVT_00420,overdue_invoice,2026-08-29,INV_000420,B2B_0051,61552.6,INR,2026-07-15,2026-08-14,15,overdue,False,3,1,3
INV_EVT_00421,overdue_invoice,2026-08-29,INV_000421,B2B_0087,118169.03,INR,2026-06-25,2026-08-09,20,overdue,False,4,1,2
INV_EVT_00422,overdue_invoice,2026-08-29,INV_000422,B2B_0186,157288.23,INR,2026-07-06,2026-08-05,24,overdue,False,13,1,1
INV_EVT_00423,overdue_invoice,2026-08-29,INV_000423,B2B_0281,44572.38,INR,2026-05-24,2026-06-23,67,overdue,False,6,1,3
INV_EVT_00424,overdue_invoice,2026-08-29,INV_000424,B2B_0123,112299.27,INR,2026-04-06,2026-04-21,130,overdue,False,6,1,3
INV_EVT_00425,overdue_invoice,2026-08-29,INV_000425,B2B_0265,25682.0,INR,2026-05-19,2026-06-18,72,overdue,False,11,2,2
INV_EVT_00426,overdue_invoice,2026-08-29,INV_000426,B2B_0039,42045.99,INR,2026-06-29,2026-08-13,16,overdue,False,3,1,0
INV_EVT_00427,overdue_invoice,2026-08-29,INV_000427,B2B_0088,77634.05,INR,2026-06-23,2026-08-07,22,overdue,False,6,0,2
INV_EVT_00428,overdue_invoice,2026-08-29,INV_000428,B2B_0129,42530.04,INR,2026-06-07,2026-06-22,68,overdue,False,7,2,0
INV_EVT_00429,overdue_invoice,2026-08-29,INV_000429,B2B_0256,38236.05,INR,2026-06-05,2026-06-20,70,overdue,False,14,0,3
INV_EVT_00430,overdue_invoice,2026-08-29,INV_000430,B2B_0116,88347.89,INR,2026-04-04,2026-05-04,117,overdue,False,13,3,1
INV_EVT_00431,overdue_invoice,2026-08-29,INV_000431,B2B_0151,32255.37,INR,2026-06-06,2026-06-21,69,overdue,False,14,4,2
INV_EVT_00432,overdue_invoice,2026-08-29,INV_000432,B2B_0267,77878.76,INR,2026-06-05,2026-06-20,70,overdue,False,13,2,1
INV_EVT_00433,overdue_invoice,2026-08-29,INV_000433,B2B_0054,65407.92,INR,2026-05-08,2026-05-23,98,overdue,False,14,3,1
INV_EVT_00434,overdue_invoice,2026-08-29,INV_000434,B2B_0210,107025.8,INR,2026-04-18,2026-05-18,103,overdue,False,11,1,3
INV_EVT_00435,overdue_invoice,2026-08-29,INV_000435,B2B_0085,130287.26,INR,2026-07-11,2026-08-10,19,overdue,False,6,0,3
INV_EVT_00436,overdue_invoice,2026-08-29,INV_000436,B2B_0067,79230.96,INR,2026-06-20,2026-07-05,55,overdue,False,3,0,2
INV_EVT_00437,overdue_invoice,2026-08-29,INV_000437,B2B_0235,47848.25,INR,2026-04-30,2026-05-15,106,overdue,False,3,1,3
INV_EVT_00438,overdue_invoice,2026-08-29,INV_000438,B2B_0054,159413.86,INR,2026-04-08,2026-04-23,128,overdue,False,14,3,1
INV_EVT_00439,overdue_invoice,2026-08-29,INV_000439,B2B_0029,83298.95,INR,2026-06-17,2026-07-17,43,overdue,False,7,2,2
INV_EVT_00440,overdue_invoice,2026-08-29,INV_000440,B2B_0181,35188.43,INR,2026-06-01,2026-06-16,74,overdue,False,7,0,2
INV_EVT_00441,overdue_invoice,2026-08-29,INV_000441,B2B_0004,81662.69,INR,2026-06-20,2026-07-05,55,overdue,False,12,1,2
INV_EVT_00442,overdue_invoice,2026-08-29,INV_000442,B2B_0141,43574.07,INR,2026-05-09,2026-06-23,67,overdue,False,12,1,1
INV_EVT_00443,overdue_invoice,2026-08-29,INV_000443,B2B_0099,10000.0,INR,2026-04-23,2026-05-23,98,overdue,False,7,0,0
INV_EVT_00444,overdue_invoice,2026-08-29,INV_000444,B2B_0214,33021.24,INR,2026-06-14,2026-06-29,61,overdue,False,11,7,1
INV_EVT_00445,overdue_invoice,2026-08-29,INV_000445,B2B_0097,52514.59,INR,2026-07-07,2026-08-06,23,overdue,False,10,9,1
INV_EVT_00446,overdue_invoice,2026-08-29,INV_000446,B2B_0113,49295.49,INR,2026-06-26,2026-08-10,19,overdue,False,8,0,0
INV_EVT_00447,overdue_invoice,2026-08-29,INV_000447,B2B_0226,20771.05,INR,2026-05-29,2026-06-13,77,overdue,False,13,3,2
INV_EVT_00448,overdue_invoice,2026-08-29,INV_000448,B2B_0162,53748.35,INR,2026-06-27,2026-08-11,18,overdue,False,5,0,3
INV_EVT_00449,overdue_invoice,2026-08-29,INV_000449,B2B_0279,100026.3,INR,2026-04-23,2026-05-23,98,overdue,False,8,2,1
INV_EVT_00450,overdue_invoice,2026-08-29,INV_000450,B2B_0022,28562.37,INR,2026-06-23,2026-07-23,37,overdue,False,10,1,2
INV_EVT_00451,overdue_invoice,2026-08-29,INV_000451,B2B_0049,87291.12,INR,2026-04-18,2026-05-18,103,overdue,False,14,3,3
INV_EVT_00452,overdue_invoice,2026-08-29,INV_000452,B2B_0126,14049.49,INR,2026-05-21,2026-06-20,70,overdue,False,5,3,2
INV_EVT_00453,overdue_invoice,2026-08-29,INV_000453,B2B_0060,106476.43,INR,2026-04-26,2026-05-11,110,overdue,False,5,0,3
INV_EVT_00454,overdue_invoice,2026-08-29,INV_000454,B2B_0032,45177.69,INR,2026-05-19,2026-06-18,72,overdue,False,10,0,3
INV_EVT_00455,overdue_invoice,2026-08-29,INV_000455,B2B_0141,24326.19,INR,2026-06-10,2026-07-25,35,overdue,False,12,1,0
INV_EVT_00456,overdue_invoice,2026-08-29,INV_000456,B2B_0178,172427.5,INR,2026-05-05,2026-06-04,86,overdue,False,11,1,2
INV_EVT_00457,overdue_invoice,2026-08-29,INV_000457,B2B_0268,103004.83,INR,2026-04-29,2026-05-29,92,overdue,False,3,1,3
INV_EVT_00458,overdue_invoice,2026-08-29,INV_000458,B2B_0197,151690.79,INR,2026-06-06,2026-07-06,54,overdue,False,3,1,2
INV_EVT_00459,overdue_invoice,2026-08-29,INV_000459,B2B_0216,90939.01,INR,2026-04-26,2026-05-26,95,overdue,False,4,1,1
INV_EVT_00460,overdue_invoice,2026-08-29,INV_000460,B2B_0192,93638.73,INR,2026-07-03,2026-08-02,27,overdue,False,12,1,2
INV_EVT_00461,overdue_invoice,2026-08-29,INV_000461,B2B_0079,52191.56,INR,2026-07-12,2026-07-27,33,overdue,False,3,1,1
INV_EVT_00462,overdue_invoice,2026-08-29,INV_000462,B2B_0246,99383.71,INR,2026-05-13,2026-06-27,63,overdue,False,13,3,1
INV_EVT_00463,overdue_invoice,2026-08-29,INV_000463,B2B_0156,66311.59,INR,2026-07-07,2026-08-21,8,overdue,False,6,0,2
INV_EVT_00464,overdue_invoice,2026-08-29,INV_000464,B2B_0179,42546.54,INR,2026-07-06,2026-08-05,24,overdue,False,13,3,0
INV_EVT_00465,overdue_invoice,2026-08-29,INV_000465,B2B_0201,60945.62,INR,2026-06-24,2026-07-09,51,overdue,False,8,1,2
INV_EVT_00466,overdue_invoice,2026-08-29,INV_000466,B2B_0037,25591.11,INR,2026-04-09,2026-05-09,112,overdue,False,6,1,1
INV_EVT_00467,overdue_invoice,2026-08-29,INV_000467,B2B_0080,69388.15,INR,2026-04-18,2026-05-18,103,overdue,False,8,0,1
INV_EVT_00468,overdue_invoice,2026-08-29,INV_000468,B2B_0082,100619.12,INR,2026-04-29,2026-06-13,77,overdue,False,12,5,1
INV_EVT_00469,overdue_invoice,2026-08-29,INV_000469,B2B_0131,78208.92,INR,2026-04-06,2026-05-06,115,overdue,False,4,0,1
INV_EVT_00470,overdue_invoice,2026-08-29,INV_000470,B2B_0226,111346.74,INR,2026-05-18,2026-06-17,73,overdue,False,13,3,3
INV_EVT_00471,overdue_invoice,2026-08-29,INV_000471,B2B_0267,55263.95,INR,2026-07-02,2026-08-01,28,overdue,False,13,2,2
INV_EVT_00472,overdue_invoice,2026-08-29,INV_000472,B2B_0127,72678.56,INR,2026-07-06,2026-08-05,24,overdue,False,5,1,3
INV_EVT_00473,overdue_invoice,2026-08-29,INV_000473,B2B_0190,72403.79,INR,2026-05-30,2026-07-14,46,overdue,False,7,1,3
INV_EVT_00474,overdue_invoice,2026-08-29,INV_000474,B2B_0295,329207.66,INR,2026-05-29,2026-06-28,62,overdue,False,11,1,2
INV_EVT_00475,overdue_invoice,2026-08-29,INV_000475,B2B_0158,25112.94,INR,2026-05-31,2026-06-30,60,overdue,False,12,2,0
INV_EVT_00476,overdue_invoice,2026-08-29,INV_000476,B2B_0209,353293.59,INR,2026-07-01,2026-07-31,29,overdue,False,8,6,2
INV_EVT_00477,overdue_invoice,2026-08-29,INV_000477,B2B_0155,39640.66,INR,2026-06-22,2026-07-07,53,overdue,False,8,1,1
INV_EVT_00478,overdue_invoice,2026-08-29,INV_000478,B2B_0295,54219.39,INR,2026-04-06,2026-05-06,115,overdue,False,11,1,2
INV_EVT_00479,overdue_invoice,2026-08-29,INV_000479,B2B_0151,88358.68,INR,2026-06-11,2026-06-26,64,overdue,False,14,4,2
INV_EVT_00480,overdue_invoice,2026-08-29,INV_000480,B2B_0211,112350.07,INR,2026-06-04,2026-06-19,71,overdue,False,14,11,0
INV_EVT_00481,overdue_invoice,2026-08-29,INV_000481,B2B_0164,69363.06,INR,2026-05-04,2026-06-03,87,overdue,False,10,1,1
INV_EVT_00482,overdue_invoice,2026-08-29,INV_000482,B2B_0120,84567.46,INR,2026-05-09,2026-06-08,82,overdue,False,8,2,0
INV_EVT_00483,overdue_invoice,2026-08-29,INV_000483,B2B_0222,214436.61,INR,2026-05-08,2026-06-07,83,overdue,False,13,4,2
INV_EVT_00484,overdue_invoice,2026-08-29,INV_000484,B2B_0281,559699.87,INR,2026-07-05,2026-08-19,10,overdue,False,6,1,1
INV_EVT_00485,overdue_invoice,2026-08-29,INV_000485,B2B_0141,98322.14,INR,2026-06-10,2026-07-10,50,overdue,False,12,1,3
INV_EVT_00486,overdue_invoice,2026-08-29,INV_000486,B2B_0076,123497.03,INR,2026-06-03,2026-07-03,57,overdue,False,10,1,0
INV_EVT_00487,overdue_invoice,2026-08-29,INV_000487,B2B_0214,65681.13,INR,2026-05-31,2026-06-30,60,overdue,False,11,7,1
INV_EVT_00488,overdue_invoice,2026-08-29,INV_000488,B2B_0073,265315.18,INR,2026-06-30,2026-07-30,30,overdue,False,8,4,0
INV_EVT_00489,overdue_invoice,2026-08-29,INV_000489,B2B_0277,64983.69,INR,2026-07-07,2026-08-06,23,overdue,False,3,1,0
INV_EVT_00490,overdue_invoice,2026-08-29,INV_000490,B2B_0186,106479.47,INR,2026-05-18,2026-06-17,73,overdue,False,13,1,1
INV_EVT_00491,overdue_invoice,2026-08-29,INV_000491,B2B_0226,31065.89,INR,2026-04-22,2026-05-22,99,overdue,False,13,3,0
INV_EVT_00492,overdue_invoice,2026-08-29,INV_000492,B2B_0111,10000.0,INR,2026-04-05,2026-05-05,116,overdue,False,9,0,1
INV_EVT_00493,overdue_invoice,2026-08-29,INV_000493,B2B_0010,430361.62,INR,2026-07-13,2026-08-12,17,overdue,False,9,0,2
INV_EVT_00494,overdue_invoice,2026-08-29,INV_000494,B2B_0130,165948.52,INR,2026-06-02,2026-07-17,43,overdue,False,13,4,1
INV_EVT_00495,overdue_invoice,2026-08-29,INV_000495,B2B_0025,147349.68,INR,2026-04-13,2026-04-28,123,overdue,False,13,0,0
INV_EVT_00496,overdue_invoice,2026-08-29,INV_000496,B2B_0241,34073.01,INR,2026-05-04,2026-06-03,87,overdue,False,12,4,0
INV_EVT_00497,overdue_invoice,2026-08-29,INV_000497,B2B_0232,19600.38,INR,2026-06-24,2026-07-24,36,overdue,False,5,0,0
INV_EVT_00498,overdue_invoice,2026-08-29,INV_000498,B2B_0098,59067.97,INR,2026-07-08,2026-08-07,22,overdue,False,12,0,2
INV_EVT_00499,overdue_invoice,2026-08-29,INV_000499,B2B_0292,78282.45,INR,2026-06-24,2026-07-24,36,overdue,False,12,2,1
INV_EVT_00500,overdue_invoice,2026-08-29,INV_000500,B2B_0105,126312.2,INR,2026-06-21,2026-08-05,24,overdue,False,3,0,3
INV_EVT_00501,overdue_invoice,2026-08-29,INV_000501,B2B_0112,71988.73,INR,2026-04-09,2026-05-09,112,overdue,False,10,0,1
INV_EVT_00502,overdue_invoice,2026-08-29,INV_000502,B2B_0205,196728.35,INR,2026-07-04,2026-08-18,11,overdue,False,5,4,2
INV_EVT_00503,overdue_invoice,2026-08-29,INV_000503,B2B_0078,93960.53,INR,2026-06-19,2026-07-04,56,overdue,False,4,1,2
INV_EVT_00504,overdue_invoice,2026-08-29,INV_000504,B2B_0056,91215.04,INR,2026-06-29,2026-07-29,31,overdue,False,10,1,2
INV_EVT_00505,overdue_invoice,2026-08-29,INV_000505,B2B_0206,179201.66,INR,2026-04-30,2026-05-30,91,overdue,False,7,0,2
INV_EVT_00506,overdue_invoice,2026-08-29,INV_000506,B2B_0211,42089.3,INR,2026-06-30,2026-07-30,30,overdue,False,14,11,1
INV_EVT_00507,overdue_invoice,2026-08-29,INV_000507,B2B_0062,96854.46,INR,2026-06-27,2026-07-12,48,overdue,False,13,1,0
INV_EVT_00508,overdue_invoice,2026-08-29,INV_000508,B2B_0208,46023.09,INR,2026-05-11,2026-05-26,95,overdue,False,14,1,0
INV_EVT_00509,overdue_invoice,2026-08-29,INV_000509,B2B_0176,41862.68,INR,2026-06-04,2026-07-04,56,overdue,False,4,0,2
INV_EVT_00510,overdue_invoice,2026-08-29,INV_000510,B2B_0143,236487.11,INR,2026-05-30,2026-06-14,76,overdue,False,5,0,3
INV_EVT_00511,overdue_invoice,2026-08-29,INV_000511,B2B_0231,169675.96,INR,2026-05-03,2026-06-02,88,overdue,False,9,0,1
INV_EVT_00512,overdue_invoice,2026-08-29,INV_000512,B2B_0211,109232.96,INR,2026-05-18,2026-06-17,73,overdue,False,14,11,3
INV_EVT_00513,overdue_invoice,2026-08-29,INV_000513,B2B_0262,201453.49,INR,2026-04-14,2026-05-29,92,overdue,False,12,4,1
INV_EVT_00514,overdue_invoice,2026-08-29,INV_000514,B2B_0179,96273.31,INR,2026-05-14,2026-06-28,62,overdue,False,13,3,3
INV_EVT_00515,overdue_invoice,2026-08-29,INV_000515,B2B_0246,208762.28,INR,2026-07-04,2026-08-03,26,overdue,False,13,3,3
INV_EVT_00516,overdue_invoice,2026-08-29,INV_000516,B2B_0246,36649.68,INR,2026-06-12,2026-07-27,33,overdue,False,13,3,0
INV_EVT_00517,overdue_invoice,2026-08-29,INV_000517,B2B_0196,63803.41,INR,2026-06-24,2026-07-24,36,overdue,False,14,2,2
INV_EVT_00518,overdue_invoice,2026-08-29,INV_000518,B2B_0054,97024.9,INR,2026-04-19,2026-05-19,102,overdue,False,14,3,3
INV_EVT_00519,overdue_invoice,2026-08-29,INV_000519,B2B_0257,32330.92,INR,2026-06-02,2026-07-02,58,overdue,False,3,0,1
INV_EVT_00520,overdue_invoice,2026-08-29,INV_000520,B2B_0248,42150.85,INR,2026-05-24,2026-06-23,67,overdue,False,10,0,2
INV_EVT_00521,overdue_invoice,2026-08-29,INV_000521,B2B_0125,26884.31,INR,2026-04-25,2026-05-10,111,overdue,False,7,2,3
INV_EVT_00522,overdue_invoice,2026-08-29,INV_000522,B2B_0155,122675.05,INR,2026-04-17,2026-05-02,119,overdue,False,8,1,2
INV_EVT_00523,overdue_invoice,2026-08-29,INV_000523,B2B_0143,49780.03,INR,2026-05-16,2026-06-15,75,overdue,False,5,0,2
INV_EVT_00524,overdue_invoice,2026-08-29,INV_000524,B2B_0159,88880.16,INR,2026-04-25,2026-05-25,96,overdue,False,6,1,0
INV_EVT_00525,overdue_invoice,2026-08-29,INV_000525,B2B_0145,108759.07,INR,2026-07-11,2026-07-26,34,overdue,False,9,1,3
INV_EVT_00526,overdue_invoice,2026-08-29,INV_000526,B2B_0167,63444.42,INR,2026-05-05,2026-06-19,71,overdue,False,7,2,0
INV_EVT_00527,overdue_invoice,2026-08-29,INV_000527,B2B_0134,73220.72,INR,2026-05-27,2026-06-26,64,overdue,False,6,1,1
INV_EVT_00528,overdue_invoice,2026-08-29,INV_000528,B2B_0227,80155.89,INR,2026-05-25,2026-06-09,81,overdue,False,11,6,2
INV_EVT_00529,overdue_invoice,2026-08-29,INV_000529,B2B_0096,100642.77,INR,2026-04-12,2026-05-12,109,overdue,False,7,1,1
INV_EVT_00530,overdue_invoice,2026-08-29,INV_000530,B2B_0169,207651.51,INR,2026-04-21,2026-05-06,115,overdue,False,8,1,3
INV_EVT_00531,overdue_invoice,2026-08-29,INV_000531,B2B_0101,30203.66,INR,2026-06-29,2026-07-29,31,overdue,False,9,0,1
INV_EVT_00532,overdue_invoice,2026-08-29,INV_000532,B2B_0220,77240.45,INR,2026-05-07,2026-06-06,84,overdue,False,9,2,1
INV_EVT_00533,overdue_invoice,2026-08-29,INV_000533,B2B_0123,27922.7,INR,2026-06-05,2026-06-20,70,overdue,False,6,1,3
INV_EVT_00534,overdue_invoice,2026-08-29,INV_000534,B2B_0154,225676.47,INR,2026-04-30,2026-05-30,91,overdue,False,3,0,2
INV_EVT_00535,overdue_invoice,2026-08-29,INV_000535,B2B_0266,16974.55,INR,2026-07-02,2026-08-01,28,overdue,False,9,2,1
INV_EVT_00536,overdue_invoice,2026-08-29,INV_000536,B2B_0217,82065.63,INR,2026-07-11,2026-08-10,19,overdue,False,8,3,0
INV_EVT_00537,overdue_invoice,2026-08-29,INV_000537,B2B_0279,51802.61,INR,2026-06-19,2026-07-19,41,overdue,False,8,2,1
INV_EVT_00538,overdue_invoice,2026-08-29,INV_000538,B2B_0081,45737.43,INR,2026-06-06,2026-07-06,54,overdue,False,13,1,1
INV_EVT_00539,overdue_invoice,2026-08-29,INV_000539,B2B_0113,126350.66,INR,2026-04-10,2026-05-10,111,overdue,False,8,0,3
INV_EVT_00540,overdue_invoice,2026-08-29,INV_000540,B2B_0231,109354.33,INR,2026-05-10,2026-06-09,81,overdue,False,9,0,3
INV_EVT_00541,overdue_invoice,2026-08-29,INV_000541,B2B_0177,33822.21,INR,2026-04-07,2026-05-07,114,overdue,False,8,2,2
INV_EVT_00542,overdue_invoice,2026-08-29,INV_000542,B2B_0042,103603.36,INR,2026-07-10,2026-08-09,20,overdue,False,12,3,3
INV_EVT_00543,overdue_invoice,2026-08-29,INV_000543,B2B_0223,90200.33,INR,2026-07-04,2026-08-18,11,overdue,False,14,1,1
INV_EVT_00544,overdue_invoice,2026-08-29,INV_000544,B2B_0182,39934.97,INR,2026-05-25,2026-06-09,81,overdue,False,14,1,2
INV_EVT_00545,overdue_invoice,2026-08-29,INV_000545,B2B_0009,22776.67,INR,2026-05-28,2026-07-12,48,overdue,False,13,2,1
INV_EVT_00546,overdue_invoice,2026-08-29,INV_000546,B2B_0283,134055.44,INR,2026-05-22,2026-06-06,84,overdue,False,5,1,0
INV_EVT_00547,overdue_invoice,2026-08-29,INV_000547,B2B_0071,124230.38,INR,2026-05-30,2026-06-14,76,overdue,False,9,1,0
INV_EVT_00548,overdue_invoice,2026-08-29,INV_000548,B2B_0260,107983.7,INR,2026-06-20,2026-07-20,40,overdue,False,9,1,0
INV_EVT_00549,overdue_invoice,2026-08-29,INV_000549,B2B_0161,47354.0,INR,2026-05-16,2026-05-31,90,overdue,False,13,0,0
INV_EVT_00550,overdue_invoice,2026-08-29,INV_000550,B2B_0048,186359.05,INR,2026-06-17,2026-07-17,43,overdue,False,3,0,3
INV_EVT_00551,overdue_invoice,2026-08-29,INV_000551,B2B_0068,1000000.0,INR,2026-07-14,2026-08-13,16,overdue,False,3,0,0
INV_EVT_00552,overdue_invoice,2026-08-29,INV_000552,B2B_0229,81253.27,INR,2026-05-02,2026-06-16,74,overdue,False,4,2,3
INV_EVT_00553,overdue_invoice,2026-08-29,INV_000553,B2B_0195,108724.95,INR,2026-06-01,2026-07-01,59,overdue,False,3,0,3
INV_EVT_00554,overdue_invoice,2026-08-29,INV_000554,B2B_0249,37527.2,INR,2026-07-09,2026-08-08,21,overdue,False,5,2,2
INV_EVT_00555,overdue_invoice,2026-08-29,INV_000555,B2B_0015,37782.86,INR,2026-04-25,2026-05-25,96,overdue,False,8,1,2
INV_EVT_00556,overdue_invoice,2026-08-29,INV_000556,B2B_0283,285335.66,INR,2026-07-16,2026-07-31,29,overdue,False,5,1,2
INV_EVT_00557,overdue_invoice,2026-08-29,INV_000557,B2B_0038,428653.43,INR,2026-06-08,2026-07-08,52,overdue,False,14,5,1
INV_EVT_00558,overdue_invoice,2026-08-29,INV_000558,B2B_0067,58576.32,INR,2026-04-11,2026-05-26,95,overdue,False,3,0,1
INV_EVT_00559,overdue_invoice,2026-08-29,INV_000559,B2B_0074,42386.83,INR,2026-06-10,2026-07-10,50,overdue,False,11,5,0
INV_EVT_00560,overdue_invoice,2026-08-29,INV_000560,B2B_0091,34314.54,INR,2026-05-04,2026-06-03,87,overdue,False,7,3,0
INV_EVT_00561,overdue_invoice,2026-08-29,INV_000561,B2B_0144,43839.25,INR,2026-05-06,2026-06-05,85,overdue,False,10,0,2
INV_EVT_00562,overdue_invoice,2026-08-29,INV_000562,B2B_0220,73966.3,INR,2026-05-20,2026-06-19,71,overdue,False,9,2,1
INV_EVT_00563,overdue_invoice,2026-08-29,INV_000563,B2B_0071,26417.66,INR,2026-05-18,2026-06-17,73,overdue,False,9,1,3
